Abrev;IDFluxo;Periodo;Natureza;IDDisciplina
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;1;Obrigatória;FGA0161
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;1;Obrigatória;FGA0162
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;1;Obrigatória;FGA0168
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;1;Obrigatória;MAT0024
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;1;Obrigatória;MAT0030
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;2;Obrigatória;FGA0157
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;2;Obrigatória;FGA0254
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;2;Obrigatória;IFD0171
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;2;Obrigatória;IFD0173
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;2;Obrigatória;MAT0026
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;2;Optativa;CIC0088
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;3;Obrigatória;FGA0008
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;3;Obrigatória;FGA0133
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;3;Obrigatória;FGA0153
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;3;Obrigatória;FGA0160
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;3;Obrigatória;IQD0125
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;3;Obrigatória;IQD0126
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;3;Obrigatória;MAT0027
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;4;Obrigatória;ENM0080
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;4;Obrigatória;FGA0150
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;4;Obrigatória;FGA0178
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;4;Optativa;FGA0102
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;5;Obrigatória;ENM0068
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;5;Obrigatória;FGA0204
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;5;Optativa;FGA0086
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;5;Optativa;FGA0087
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;5;Optativa;FGA0139
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;6;Obrigatória;ENM0071
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;6;Obrigatória;FGA0038
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;6;Obrigatória;FGA0164
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;6;Obrigatória;FGA0184
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;6;Obrigatória;FGA0197
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;7;Obrigatória;FGA0039
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;7;Obrigatória;FGA0043
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;7;Obrigatória;FGA0045
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;7;Obrigatória;FGA0148
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;8;Obrigatória;FGA0048
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;8;Obrigatória;FGA0050
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;8;Obrigatória;FGA0250
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;9;Obrigatória;FGA0009
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;9;Obrigatória;FGA0021
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;10;Obrigatória;FGA0011
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ADM0023
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ADM0092
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;CIC0004
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;CIC0007
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;CIC0090
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;CIC0093
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;CIC0094
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;CIC0105
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;CIC0140
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;CIC0174
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;CIC0175
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;CIC0197
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0200
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0201
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0202
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0203
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0205
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0206
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0207
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0208
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0209
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0210
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0211
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0212
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0213
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0214
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0215
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0216
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0217
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0218
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;DEG0219
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ENC0035
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ENE0130
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ENE0172
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ENE0177
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ENE0277
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ENE0278
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ENE0334
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ENM0082
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ENM0120
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ENM0121
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ENM0128
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ENM0140
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;ENM0163
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;EPR0072
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0001
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0002
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0004
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0005
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0007
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0026
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0027
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0028
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0029
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0031
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0032
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0034
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0036
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0037
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0041
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0042
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0044
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0046
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0047
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0049
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0051
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0052
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0053
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0054
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0055
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0056
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0062
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0063
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0064
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0065
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0066
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0067
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0069
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0071
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0072
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0073
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0074
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0075
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0078
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0079
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0081
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0088
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0089
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0090
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0093
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0096
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0103
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0104
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0105
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0106
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0119
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0120
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0121
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0123
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0125
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0126
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0127
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0128
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0134
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0136
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0138
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0140
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0142
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0143
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0144
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0145
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0151
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0155
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0156
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0158
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0159
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0165
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0166
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0167
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0169
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0170
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0171
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0172
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0175
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0180
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0182
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0185
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0186
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0187
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0188
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0190
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0191
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0196
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0199
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0206
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0208
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0217
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0218
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0220
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0226
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0228
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0229
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0230
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0238
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0242
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0248
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0249
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0281
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FGA0282
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;FTD0007
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;IFD0175
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;IFD0177
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;IFD0179
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;IFD0210
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;IFD0217
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;IFD0353
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;IQD0003
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;IQD0005
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;IQD0051
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;LIP0174
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;MAT0010
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;MAT0025
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;MAT0039
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;MAT0048
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20121;99;Optativa;MAT0053
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;1;Obrigatória;FGA0161
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;1;Obrigatória;FGA0163
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;1;Obrigatória;FGA0168
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;1;Obrigatória;MAT0025
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;1;Obrigatória;MAT0031
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;2;Obrigatória;FGA0157
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;2;Obrigatória;FGA0254
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;2;Obrigatória;IFD0171
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;2;Obrigatória;IFD0173
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;2;Obrigatória;MAT0026
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;2;Optativa;CIC0088
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;3;Obrigatória;FGA0008
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;3;Obrigatória;FGA0133
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;3;Obrigatória;FGA0154
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;3;Obrigatória;FGA0160
AEROESPACIAL;ENGENHARIA AEROESPACIAL/FGA - Bacharel - Presencial - D - 20182;3;Obrigatória;IQD0125
